idx,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
label,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
majors,13.5771111654616,14.7537670586907,11.6061696421708,11.4180565017617,12.565331199348,11.9370701916399,11.9931824683658,8.98341071535683,10.1953678129341,11.1883310165526,10.6732386403951,12.058536558335,8.3279980693646,11.0757362884604,9.80231103549334,9.75723048601597,12.856764219883,7.49415676738465,11.5376360649036,13.5108290320753,10.8295273822268,10.8384479889516,9.01805310280838,10.4343508724781,12.9059074424797,9.93115730865111,13.0033964580824,7.49605292458415,7.97824832476017,7.95605704933398,13.1201773014257,8.80010425311852,10.7269051338604,11.9337201018545,7.1257504231864,11.4271544466501,11.3619643683563,12.7345939947968,9.00619386892047,11.251836000325,8.35373954899603
minors,7.4588342664879,5.97065163876194,7.86799753438603,7.5618175631419,7.73833830016183,8.4610749950308,8.35420612596739,5.35951049749695,5.19728674792217,7.34444965915352,6.48924788520656,6.71406036970855,4.50554096267083,4.73560374510761,6.51701147568245,5.70633326625184,6.87253634306254,5.34782079195988,6.52761521874276,7.40583943925999,8.08453117110857,6.62609280304315,4.51869673369494,4.88491631956072,7.48202669075229,6.36475003072757,7.39490489506455,4.68264482597374,3.84335634025916,4.09073015696802,6.02727458532635,5.60869213711973,6.06812162429476,8.05774555625749,3.51047344351484,7.13210752339023,6.06038051259772,6.95959017460569,6.46591453577941,7.53009596467904,3.7188991748654
area,79.5368180477968,69.1854127773,71.7204508027278,67.8122671801933,76.3680205160121,79.3255648790111,78.6918053726542,37.8143172126311,41.6168742507728,64.5378430640157,54.3976909623046,63.5872038044803,29.469817045598,41.1943679132015,50.1726275865916,43.7294059386293,69.3966659460856,31.4767221490617,59.1508872599817,78.5861787882614,68.7629064397287,56.4045960657682,32.0048550710258,40.0324754848805,75.8398875940479,49.6444946646275,75.5230078408695,27.5685385265272,24.082861241564,25.5616334230635,62.1084316229808,38.7649564721666,51.123266846127,75.5230078408695,19.6465446970653,64.0097101420516,54.0808112091261,69.6079191148713,45.736311042093,66.5447481674794,24.3997409947424
perimeter,34.2920773728293,34.9213628034666,32.8157961393625,31.5695873393187,32.7641785436918,33.4633436458022,33.5273504982481,23.1594146238666,25.0552270689075,30.2867512758834,28.2394492874945,30.462331416625,20.8406060798145,25.9701105567263,26.5190432208981,25.1265582594149,32.1131566257324,21.0809751478912,29.0999154580406,34.0181704748463,31.4187801715336,28.1714141970038,22.1407139920957,25.4775625064967,33.6245619516672,26.5679419949392,32.7676268036079,20.0268108325714,19.4750819238945,19.6821361977359,32.1409466776904,23.522517636647,27.2470961452999,32.4938686532112,17.5398662482079,30.0008863749116,28.761545183857,32.353419782449,25.5890813426133,31.5040855561562,20.1521051450891
circularity,0.849944341104716,0.712922026743393,0.836925854807346,0.855027963292705,0.893969763320224,0.890193401390531,0.879712785472047,0.88595358752427,0.833072188789089,0.884135703259424,0.857191554221019,0.861099454660042,0.852641788842164,0.767538396565034,0.896522116609864,0.870397093707875,0.845634075696117,0.890057311170524,0.877784025304934,0.853363630230191,0.875357485157783,0.893114333694608,0.820431799781399,0.775008666250892,0.842935363762351,0.883822654825872,0.883891921832373,0.8637737793873,0.797920018453225,0.829189895070007,0.755515011565082,0.880403091752462,0.865342459491544,0.898848092172668,0.802497133989935,0.893691345694816,0.821539846813498,0.835657142663077,0.877731343408464,0.842538768216528,0.755012669535459
AR,1.8202725359461,2.47104804489147,1.4751109912589,1.50996191146109,1.62377641193138,1.41082193440556,1.43558613320389,1.67616253752136,1.96167121566077,1.52337227917526,1.6447574247744,1.79601253106672,1.84839026841915,2.33882243629503,1.50411136639388,1.70989495894356,1.87074517734072,1.40134777490144,1.7675116682392,1.82434808948887,1.33953684549179,1.63572233458213,1.99571992419025,2.13603472196559,1.72492133160006,1.56033736764299,1.75842646289624,1.60081603520407,2.07585444034632,1.9448990141239,2.1768009928347,1.56901181915071,1.76774722031171,1.4810246884238,2.02985453040539,1.60221286753936,1.87479389202347,1.82979078872533,1.3928723955574,1.49424868595345,2.24629363588444
roundness,0.549368284282905,0.404686587161814,0.67791508972933,0.662268360817373,0.615848335184622,0.7088066719216,0.696579589946465,0.596600853207686,0.509769421102078,0.656438359598741,0.607992391423411,0.556788988218286,0.541011288084339,0.427565592189255,0.664844387418936,0.584831246369566,0.534546346617614,0.713598735381965,0.565767127860719,0.548141007607913,0.746526684477173,0.611350703513789,0.501072313744498,0.468157183830698,0.579736583738799,0.640887041954636,0.568690258649166,0.62468139874206,0.481729345065816,0.514165513344384,0.459389720645878,0.637343828640684,0.565691739469215,0.675208190529399,0.492646140411002,0.624136792469888,0.53339196604737,0.546510566214304,0.717940856024949,0.669232644740071,0.445177773744735
solidity,0.990789473684211,0.980538922155689,0.986201888162673,0.963963963963964,0.98703071672355,1,0.987408880053015,1.00845070422535,0.989949748743719,0.975259377494014,0.95903165735568,0.990946502057613,0.984126984126984,0.988593155893536,0.979381443298969,1.00975609756098,0.989457831325301,0.965964343598055,1.00991884580703,0.997987927565392,0.98936170212766,1.00093720712277,0.98858075040783,0.968071519795658,0.976206662134602,0.979166666666667,0.990304709141274,0.986767485822306,0.97228144989339,1,0.979184013322232,0.982597054886212,0.98876404494382,0.981468771448181,1,1.00497512437811,0.986512524084778,0.977744807121662,0.986332574031891,0.99604743083004,0.96652719665272
nucl_std_in,112.401870070918,1792.4187570151,238.686144798297,342.506465790481,253.040197902808,219.197133891928,571.178183953945,694.731000423974,486.061802362509,341.528545451967,1833.65910345822,418.609791945123,1206.78267769741,504.110774520777,575.54286416961,1253.35340728312,286.658816839755,974.157624558917,746.716417055792,625.411263915342,1199.8682098689,485.633701364348,554.672962764677,537.420241477559,330.303943201979,2948.53362700903,173.3313592366,1074.4937579337,561.214533497123,1062.96464999629,1531.10981398788,473.02193202039,631.420044640909,303.247590806658,212.415437744967,607.943526277823,1412.30510316993,399.943240238655,665.651403540802,464.875219184965,171.275987681676
nucl_std_out,107.826440832532,763.791243007462,595.352001440046,368.79293741107,130.318015123554,337.541387569027,341.086670706054,448.069507258616,291.659590098999,214.012967101844,570.149440984528,265.717607907258,301.533991712762,313.033058064752,1028.0111094585,337.443973577254,288.541797237346,376.937963887262,370.763185258683,433.558972149125,1204.1271424977,735.942292987393,279.485164263214,265.054450482953,688.681744185383,427.075764520247,255.278987046876,315.106620784736,283.244699944234,405.891857279992,439.130988711096,819.653893153842,818.853151175919,686.887111173415,130.034568363979,791.548148066025,765.139270078333,622.405978702586,1127.54054047382,646.661495709376,123.092087887307
nucl_mean_in,964.05577689243,4782.6320610687,1979.11929307806,1864.67289719626,1506.4979253112,1745.51264980027,2617.34899328859,2671.72625698324,2290.79695431472,1937.66612111293,5137.13398058253,2204.62624584718,3291.68817204301,2460.02307692308,2593.21052631579,3585.25845410628,2010.37442922374,3441.29530201342,2780.65357142857,2876.35349462366,3409.50998463902,3502.99438202247,2341.59735973597,2308.77044854881,2224.81058495822,6578.9170212766,1217.50769230769,3635.32567049808,2451.97368421053,3484.57438016529,4049.41836734694,2628.26702997275,4860.15909090909,1935.6993006993,1230.36021505376,3772.24257425743,4227.1171875,2236.01820940819,3485.6558891455,3327.19206349206,1068.90043290043
nucl_mean_out,747.614285714286,1893.88450704225,1698.98224852071,1158.00920245399,839.71130952381,1286.56647398844,1254.7514619883,1251.40890688259,1141.89772727273,1069.21003134796,2177.53716216216,1196.96226415094,1034.77678571429,1217.25362318841,1605.11347517731,1166.42424242424,1266.27409638554,1396.25892857143,1552.51973684211,1345.3488372093,1833.00920245399,2807.3698630137,1228.13333333333,1128.07196969697,1721.02034883721,1704.56785714286,950.284023668639,1608.25700934579,1217.15094339623,1197.68055555556,1386.85757575758,2302.116,4309.18085106383,1565.72590361446,768.025773195876,2802.71290322581,1955.33112582781,1856.14201183432,3387,2971.91925465839,764
